,SampleID,notes,sampling date,sampling time,movement,Station_start,Station_end,sample type,medium,Station,ecosystem,depth,filtration,pore size,replicate,time,bottle,filter type,time point,Season,Latitude,Longitude,depth_class,depth_category,Sampling_month,Sample,depth_m,eligible_for_ctd,ctd_ctd_depth_m,depth_diff,ctd_sal,ctd_temp,ctd_fluor,ctd_oxygen2,ctd_oxygen,ctd_pres,ctd_theta,ctd_ctd_file
236,20250724-M2-150m-2,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,150,active,0.22,2,NA,NA,Sterivex,3,Summer,36.7015,-122.3743333,150,deep,Jul.25,20250724-M2-150m-2,150,TRUE,150,0,34.06683379,9.720881745,0.007953102,1.862811447,81.06293747,151.168936,9.703897028,SynchroOSW - Summer2025 - CTD - M2.cnv
237,20250724-M2-150m-3,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,150,active,0.22,3,NA,NA,Sterivex,3,Summer,36.7015,-122.3743333,150,deep,Jul.25,20250724-M2-150m-3,150,TRUE,150,0,34.06683379,9.720881745,0.007953102,1.862811447,81.06293747,151.168936,9.703897028,SynchroOSW - Summer2025 - CTD - M2.cnv
238,20250724-M2-300m-1,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,300,active,0.22,1,NA,NA,Sterivex,3,Summer,36.7015,-122.3743333,300,deep,Jul.25,20250724-M2-300m-1,300,TRUE,297,3,34.21593431,8.650096885,0.00802908,1.189159698,51.73369703,299.3336479,8.618499038,SynchroOSW - Summer2025 - CTD - M2.cnv
239,20250724-M2-300m-2,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,300,active,0.22,2,NA,NA,Sterivex,3,Summer,36.7015,-122.3743333,300,deep,Jul.25,20250724-M2-300m-2,300,TRUE,297,3,34.21593431,8.650096885,0.00802908,1.189159698,51.73369703,299.3336479,8.618499038,SynchroOSW - Summer2025 - CTD - M2.cnv
240,20250724-M2-300m-3,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,300,active,0.22,3,NA,NA,Sterivex,3,Summer,36.7015,-122.3743333,300,deep,Jul.25,20250724-M2-300m-3,300,TRUE,297,3,34.21593431,8.650096885,0.00802908,1.189159698,51.73369703,299.3336479,8.618499038,SynchroOSW - Summer2025 - CTD - M2.cnv
241,20250724-M2-air-st-1,NA,07.24.2025,NA,stationary,M2,M2,eDNA,air,M2,marine,0,passive,0.22,1,NA,NA,Sterivex,3,Summer,36.7015,-122.3743333,0,shallow,Jul.25,20250724-M2-air-st-1,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,20250724-M2-air-st-2,NA,07.24.2025,NA,stationary,M2,NA,eDNA,air,M2,marine,0,passive,0.22,2,NA,NA,Sterivex,3,Summer,36.7015,-122.3743333,0,shallow,Jul.25,20250724-M2-air-st-2,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,20250724-M2-air-st-3,NA,07.24.2025,NA,stationary,M2,M2,eDNA,air,M2,marine,0,passive,0.22,3,NA,NA,Sterivex,3,Summer,36.7015,-122.3743333,0,shallow,Jul.25,20250724-M2-air-st-3,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,20250724-M2-torp-A,NA,07.24.2025,NA,transition,NA,NA,eDNA,water,M2,marine,0,passive,20,1,3,NA,disk,3,Summer,36.7015,-122.3743333,0,shallow,Jul.25,20250724-M2-torp-A,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,20250724-M2-torp-B,NA,07.24.2025,NA,transition,NA,NA,eDNA,water,M2,marine,0,passive,20,2,3,NA,disk,3,Summer,36.7015,-122.3743333,0,shallow,Jul.25,20250724-M2-torp-B,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,20250724-MARS-010m-1,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,10,active,0.22,1,NA,NA,Sterivex,3,Summer,36.743,-122.1068333,10,shallow,Jul.25,20250724-MARS-010m-1,10,TRUE,10,0,33.68832623,14.48379408,0.591756734,6.730529772,293.2324511,10.06177215,14.48233203,SynchroOSW - Summer2025 - CTD - MARS.cnv
247,20250724-MARS-010m-2,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,10,active,0.22,2,NA,NA,Sterivex,3,Summer,36.743,-122.1068333,10,shallow,Jul.25,20250724-MARS-010m-2,10,TRUE,10,0,33.68832623,14.48379408,0.591756734,6.730529772,293.2324511,10.06177215,14.48233203,SynchroOSW - Summer2025 - CTD - MARS.cnv
248,20250724-MARS-010m-3,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,10,active,0.22,3,NA,NA,Sterivex,3,Summer,36.743,-122.1068333,10,shallow,Jul.25,20250724-MARS-010m-3,10,TRUE,10,0,33.68832623,14.48379408,0.591756734,6.730529772,293.2324511,10.06177215,14.48233203,SynchroOSW - Summer2025 - CTD - MARS.cnv
249,20250724-MARS-014m-1,Deep Chl max,07.24.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,14,active,0.22,1,NA,NA,Sterivex,3,Summer,36.743,-122.1068333,DeepChla,shallow,Jul.25,20250724-MARS-014m-1,14,TRUE,14,0,33.70406481,13.99409954,0.681132861,6.401017897,278.8476633,14.09807887,13.99209891,SynchroOSW - Summer2025 - CTD - MARS.cnv
250,20250724-MARS-014m-2,Deep Chl max,07.24.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,14,active,0.22,2,NA,NA,Sterivex,3,Summer,36.743,-122.1068333,DeepChla,shallow,Jul.25,20250724-MARS-014m-2,14,TRUE,14,0,33.70406481,13.99409954,0.681132861,6.401017897,278.8476633,14.09807887,13.99209891,SynchroOSW - Summer2025 - CTD - MARS.cnv
251,20250724-MARS-014m-3,Deep Chl max,07.24.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,14,active,0.22,3,NA,NA,Sterivex,3,Summer,36.743,-122.1068333,DeepChla,shallow,Jul.25,20250724-MARS-014m-3,14,TRUE,14,0,33.70406481,13.99409954,0.681132861,6.401017897,278.8476633,14.09807887,13.99209891,SynchroOSW - Summer2025 - CTD - MARS.cnv
252,20250724-MARS-150m-1,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,150,active,0.22,1,NA,NA,Sterivex,3,Summer,36.743,-122.1068333,150,deep,Jul.25,20250724-MARS-150m-1,150,TRUE,150,0,34.08129939,9.60422697,0.007903462,1.800274747,78.33818586,151.1656566,9.587369656,SynchroOSW - Summer2025 - CTD - MARS.cnv
253,20250724-MARS-150m-2,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,150,active,0.22,2,NA,NA,Sterivex,3,Summer,36.743,-122.1068333,150,deep,Jul.25,20250724-MARS-150m-2,150,TRUE,150,0,34.08129939,9.60422697,0.007903462,1.800274747,78.33818586,151.1656566,9.587369656,SynchroOSW - Summer2025 - CTD - MARS.cnv
254,20250724-MARS-150m-3,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,150,active,0.22,3,NA,NA,Sterivex,3,Summer,36.743,-122.1068333,150,deep,Jul.25,20250724-MARS-150m-3,150,TRUE,150,0,34.08129939,9.60422697,0.007903462,1.800274747,78.33818586,151.1656566,9.587369656,SynchroOSW - Summer2025 - CTD - MARS.cnv
255,20250724-MARS-300m-1,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,300,active,0.22,1,NA,NA,Sterivex,3,Summer,36.743,-122.1068333,300,deep,Jul.25,20250724-MARS-300m-1,300,TRUE,295,5,34.20822118,8.777791982,0.007696576,1.217687897,52.97708472,297.4039334,8.74612271,SynchroOSW - Summer2025 - CTD - MARS.cnv
256,20250724-MARS-300m-2,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,300,active,0.22,2,NA,NA,Sterivex,3,Summer,36.743,-122.1068333,300,deep,Jul.25,20250724-MARS-300m-2,300,TRUE,295,5,34.20822118,8.777791982,0.007696576,1.217687897,52.97708472,297.4039334,8.74612271,SynchroOSW - Summer2025 - CTD - MARS.cnv
257,20250724-MARS-300m-3,NA,07.24.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,300,active,0.22,3,NA,NA,Sterivex,3,Summer,36.743,-122.1068333,300,deep,Jul.25,20250724-MARS-300m-3,300,TRUE,295,5,34.20822118,8.777791982,0.007696576,1.217687897,52.97708472,297.4039334,8.74612271,SynchroOSW - Summer2025 - CTD - MARS.cnv
258,20250724-MARS-air-st-1,NA,07.24.2025,NA,stationary,MARS,MARS,eDNA,air,MARS,marine,0,NA,0.22,1,NA,NA,disk,3,Summer,36.743,-122.1068333,0,shallow,Jul.25,20250724-MARS-air-st-1,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,20250724-MARS-air-st-2,NA,07.24.2025,NA,stationary,MARS,MARS,eDNA,air,MARS,marine,0,NA,0.22,2,NA,NA,disk,3,Summer,36.743,-122.1068333,0,shallow,Jul.25,20250724-MARS-air-st-2,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,20250724-MARS-air-st-3,NA,07.24.2025,NA,stationary,MARS,MARS,eDNA,air,MARS,marine,0,NA,0.22,3,NA,NA,disk,3,Summer,36.743,-122.1068333,0,shallow,Jul.25,20250724-MARS-air-st-3,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,20250724-MARS-torp-A,NA,07.24.2025,NA,transition,NA,NA,eDNA,water,MARS,marine,0,passive,20,1,3,NA,disk,3,Summer,36.743,-122.1068333,0,shallow,Jul.25,20250724-MARS-torp-A,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,20250724-MARS-torp-B,NA,07.24.2025,NA,transition,NA,NA,eDNA,water,MARS,marine,0,passive,20,1,3,NA,disk,3,Summer,36.743,-122.1068333,0,shallow,Jul.25,20250724-MARS-torp-B,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,20251027-ES-torp1-A,torp,10.27.2025,14:40:00,transition,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,passive,20,1,1,NA,disk,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,20251027-ES-torp1-A,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,20251027-ES-torp1-B,torp,10.27.2025,14:40:00,transition,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,passive,20,2,1,NA,disk,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,20251027-ES-torp1-B,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,20251027-ES-torp1-C,torp,10.27.2025,14:40:00,transition,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,passive,20,1,1,NA,disk,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,20251027-ES-torp1-C,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,20251027-ES-torp1-D,torp,10.27.2025,14:40:00,transition,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,passive,20,2,1,NA,disk,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,20251027-ES-torp1-D,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,20251027-ES-torp3-A,torp,10.27.2025,14:40:00,transition,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,passive,20,1,3,NA,disk,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,20251027-ES-torp3-A,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,20251027-ES-torp3-B,torp,10.27.2025,14:40:00,transition,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,passive,20,2,3,NA,disk,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,20251027-ES-torp3-B,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,20251027-ES26a,NA,10.27.2025,15:00:00,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,1,NA,19,Sterivex,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,20251027-ES26a,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,20251027-ES26b,NA,10.27.2025,15:00:00,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,2,NA,19,Sterivex,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,20251027-ES26b,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,20251027-ES26c,NA,10.27.2025,15:00:00,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,3,NA,19,Sterivex,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,20251027-ES26c,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,20251027-ES27a,NA,10.27.2025,15:00:00,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,1,NA,20,Sterivex,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,20251027-ES27a,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
273,20251027-ES27b,NA,10.27.2025,15:00:00,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,2,NA,20,Sterivex,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,20251027-ES27b,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,20251027-ES27c,NA,10.27.2025,15:00:00,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,3,NA,20,Sterivex,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,20251027-ES27c,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,20251027-ES28a,NA,10.27.2025,15:00:00,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,1,NA,21,Sterivex,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,20251027-ES28a,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,20251027-ES28b,NA,10.27.2025,15:00:00,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,2,NA,21,Sterivex,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,20251027-ES28b,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,20251027-ES28c,NA,10.27.2025,15:00:00,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,3,NA,21,Sterivex,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,20251027-ES28c,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,20251027-ES29a,NA,10.27.2025,15:00:00,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,1,NA,22,Sterivex,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,20251027-ES29a,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,20251027-ES29b,NA,10.27.2025,15:00:00,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,2,NA,22,Sterivex,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,20251027-ES29b,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,20251027-ES29c,NA,10.27.2025,15:00:00,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,3,NA,22,Sterivex,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,20251027-ES29c,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
281,20252810-C1-010m-1,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.8,-121.8562,10,shallow,Oct.25,20252810-C1-010m-1,10,TRUE,10,0,33.36580504,14.67806317,0.45959806,5.514519345,240.3241542,10.07455919,14.67658965,SynchroOSW - Fall 2025 - c1.cnv
282,20252810-C1-010m-2,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.8,-121.8562,10,shallow,Oct.25,20252810-C1-010m-2,10,TRUE,10,0,33.36580504,14.67806317,0.45959806,5.514519345,240.3241542,10.07455919,14.67658965,SynchroOSW - Fall 2025 - c1.cnv
283,20252810-C1-010m-3,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.8,-121.8562,10,shallow,Oct.25,20252810-C1-010m-3,10,TRUE,10,0,33.36580504,14.67806317,0.45959806,5.514519345,240.3241542,10.07455919,14.67658965,SynchroOSW - Fall 2025 - c1.cnv
284,20252810-C1-010m-4,Deep Chl max,10.28.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.8,-121.8562,10,shallow,Oct.25,20252810-C1-010m-4,10,TRUE,10,0,33.36580504,14.67806317,0.45959806,5.514519345,240.3241542,10.07455919,14.67658965,SynchroOSW - Fall 2025 - c1.cnv
285,20252810-C1-010m-5,Deep Chl max,10.28.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.8,-121.8562,10,shallow,Oct.25,20252810-C1-010m-5,10,TRUE,10,0,33.36580504,14.67806317,0.45959806,5.514519345,240.3241542,10.07455919,14.67658965,SynchroOSW - Fall 2025 - c1.cnv
286,20252810-C1-010m-6,Deep Chl max,10.28.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.8,-121.8562,10,shallow,Oct.25,20252810-C1-010m-6,10,TRUE,10,0,33.36580504,14.67806317,0.45959806,5.514519345,240.3241542,10.07455919,14.67658965,SynchroOSW - Fall 2025 - c1.cnv
287,20252810-C1-010m-7,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.8,-121.8562,10,shallow,Oct.25,20252810-C1-010m-7,10,TRUE,10,0,33.36580504,14.67806317,0.45959806,5.514519345,240.3241542,10.07455919,14.67658965,SynchroOSW - Fall 2025 - c1.cnv
288,20252810-C1-010m-8,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.8,-121.8562,10,shallow,Oct.25,20252810-C1-010m-8,10,TRUE,10,0,33.36580504,14.67806317,0.45959806,5.514519345,240.3241542,10.07455919,14.67658965,SynchroOSW - Fall 2025 - c1.cnv
289,20252810-C1-010m-9,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.8,-121.8562,10,shallow,Oct.25,20252810-C1-010m-9,10,TRUE,10,0,33.36580504,14.67806317,0.45959806,5.514519345,240.3241542,10.07455919,14.67658965,SynchroOSW - Fall 2025 - c1.cnv
290,20252810-C1-150m-1,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,150,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.8,-121.8562,150,deep,Oct.25,20252810-C1-150m-1,150,TRUE,146,4,33.87334113,9.835484677,0.010929165,2.159743145,93.99958871,147.1370968,9.818874001,SynchroOSW - Fall 2025 - c1.cnv
291,20252810-C1-150m-2,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,150,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.8,-121.8562,150,deep,Oct.25,20252810-C1-150m-2,150,TRUE,146,4,33.87334113,9.835484677,0.010929165,2.159743145,93.99958871,147.1370968,9.818874001,SynchroOSW - Fall 2025 - c1.cnv
292,20252810-C1-150m-3,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,150,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.8,-121.8562,150,deep,Oct.25,20252810-C1-150m-3,150,TRUE,146,4,33.87334113,9.835484677,0.010929165,2.159743145,93.99958871,147.1370968,9.818874001,SynchroOSW - Fall 2025 - c1.cnv
293,20252810-C1-air-st-1,NA,10.28.2025,NA,stationary,C1,C1,eDNA,air,C1,marine,0,passive,0.22,1,NA,NA,disk,4,Autumn,36.8,-121.8562,0,shallow,Oct.25,20252810-C1-air-st-1,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,20252810-C1-air-st-2,NA,10.28.2025,NA,stationary,C1,C1,eDNA,air,C1,marine,0,passive,0.22,2,NA,NA,disk,4,Autumn,36.8,-121.8562,0,shallow,Oct.25,20252810-C1-air-st-2,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,20252810-C1-air-st-3,NA,10.28.2025,NA,stationary,C1,C1,eDNA,air,C1,marine,0,passive,0.22,3,NA,NA,disk,4,Autumn,36.8,-121.8562,0,shallow,Oct.25,20252810-C1-air-st-3,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,20252910-M1-010M-1,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,10,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.7502,-122.0495,10,shallow,Oct.25,20252910-M1-010M-1,10,TRUE,10,0,33.3625592,16.07567298,0.058899072,4.929355789,214.8866767,10.07418546,16.07410146,SynchroOSW - Fall 2025 - m1.cnv
297,20252910-M1-010M-2,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,10,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.7502,-122.0495,10,shallow,Oct.25,20252910-M1-010M-2,10,TRUE,10,0,33.3625592,16.07567298,0.058899072,4.929355789,214.8866767,10.07418546,16.07410146,SynchroOSW - Fall 2025 - m1.cnv
298,20252910-M1-010M-3,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,10,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.7502,-122.0495,10,shallow,Oct.25,20252910-M1-010M-3,10,TRUE,10,0,33.3625592,16.07567298,0.058899072,4.929355789,214.8866767,10.07418546,16.07410146,SynchroOSW - Fall 2025 - m1.cnv
299,20252910-M1-015m-1,Deep Chl max,10.28.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,15,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.7502,-122.0495,DeepChla,shallow,Oct.25,20252910-M1-015m-1,15,TRUE,15,0,33.3555394,15.98538549,0.065064514,4.937472393,215.2365809,15.11234257,15.98303751,SynchroOSW - Fall 2025 - m1.cnv
300,20252910-M1-015m-2,Deep Chl max,10.28.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,15,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.7502,-122.0495,DeepChla,shallow,Oct.25,20252910-M1-015m-2,15,TRUE,15,0,33.3555394,15.98538549,0.065064514,4.937472393,215.2365809,15.11234257,15.98303751,SynchroOSW - Fall 2025 - m1.cnv
301,20252910-M1-015m-3,Deep Chl max,10.28.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,15,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.7502,-122.0495,DeepChla,shallow,Oct.25,20252910-M1-015m-3,15,TRUE,15,0,33.3555394,15.98538549,0.065064514,4.937472393,215.2365809,15.11234257,15.98303751,SynchroOSW - Fall 2025 - m1.cnv
302,20252910-M1-150m-1,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,150,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.7502,-122.0495,150,deep,Oct.25,20252910-M1-150m-1,150,TRUE,150,0,33.9535103,9.44397264,0.011185243,2.180048713,94.87261232,151.1680969,9.427322987,SynchroOSW - Fall 2025 - m1.cnv
303,20252910-M1-150m-2,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,150,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.7502,-122.0495,150,deep,Oct.25,20252910-M1-150m-2,150,TRUE,150,0,33.9535103,9.44397264,0.011185243,2.180048713,94.87261232,151.1680969,9.427322987,SynchroOSW - Fall 2025 - m1.cnv
304,20252910-M1-150m-3,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,150,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.7502,-122.0495,150,deep,Oct.25,20252910-M1-150m-3,150,TRUE,150,0,33.9535103,9.44397264,0.011185243,2.180048713,94.87261232,151.1680969,9.427322987,SynchroOSW - Fall 2025 - m1.cnv
305,20252910-M1-300m-1,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,300,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.7502,-122.0495,300,deep,Oct.25,20252910-M1-300m-1,300,TRUE,297,3,34.12280066,7.760516305,0.010949881,1.192553811,51.87858304,299.4225139,7.730945118,SynchroOSW - Fall 2025 - m1.cnv
306,20252910-M1-300m-2,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,300,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.7502,-122.0495,300,deep,Oct.25,20252910-M1-300m-2,300,TRUE,297,3,34.12280066,7.760516305,0.010949881,1.192553811,51.87858304,299.4225139,7.730945118,SynchroOSW - Fall 2025 - m1.cnv
307,20252910-M1-300m-3,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,300,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.7502,-122.0495,300,deep,Oct.25,20252910-M1-300m-3,300,TRUE,297,3,34.12280066,7.760516305,0.010949881,1.192553811,51.87858304,299.4225139,7.730945118,SynchroOSW - Fall 2025 - m1.cnv
308,20252910-M1-air-st-A,deployed for 20 mins,10.28.2025,NA,stationary,M1,M1,eDNA,air,M1,marine,0,passive,0.22,1,NA,NA,disk,4,Autumn,36.7502,-122.0495,0,shallow,Oct.25,20252910-M1-air-st-A,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,20252910-M1-air-st-B,deployed for 20 mins,10.28.2025,NA,stationary,M1,M1,eDNA,air,M1,marine,0,passive,0.22,2,NA,NA,disk,4,Autumn,36.7502,-122.0495,0,shallow,Oct.25,20252910-M1-air-st-B,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,20252910-M1-air-st-C,deployed for 20 mins,10.28.2025,NA,stationary,M1,M1,eDNA,air,M1,marine,0,passive,0.22,3,NA,NA,disk,4,Autumn,36.7502,-122.0495,0,shallow,Oct.25,20252910-M1-air-st-C,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,20252910-M1-torp-A,torp,10.28.2025,NA,transition,NA,NA,eDNA,water,M1,marine,0,passive,20,1,NA,NA,disk,4,Autumn,36.7502,-122.0495,0,shallow,Oct.25,20252910-M1-torp-A,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,20252910-M1-torp-B,torp,10.28.2025,NA,transition,NA,NA,eDNA,water,M1,marine,0,passive,20,2,NA,NA,disk,4,Autumn,36.7502,-122.0495,0,shallow,Oct.25,20252910-M1-torp-B,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,20252910-M2-010m-1,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,10,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.713,-122.304,10,shallow,Oct.25,20252910-M2-010m-1,10,TRUE,10,0,33.39149254,15.92240922,0.060411925,5.229843426,227.9750287,10.07455919,15.92084795,SynchroOSW - Fall 2025 - M2.cnv
