SampleID,notes,sampling date,sampling time,movement,Station_start,Station_end,sample type,medium,Station,ecosystem,depth,filtration,pore size,replicate,time,bottle,filter type,time point,Season,Latitude,Longitude,depth_class,depth_category,Sampling_month,depth_m,eligible_for_ctd,ctd_ctd_depth_m,depth_diff,ctd_sal,ctd_temp,ctd_fluor,ctd_oxygen2,ctd_oxygen,ctd_pres,ctd_theta,ctd_ctd_file
20251027-ES-torp1-A,torp,10.27.2025,14:40:00,transition,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,passive,20,1,1,NA,disk,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20251027-ES-torp1-B,torp,10.27.2025,14:40:00,transition,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,passive,20,2,1,NA,disk,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20251027-ES-torp1-C,torp,10.27.2025,14:40:00,transition,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,passive,20,1,1,NA,disk,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20251027-ES-torp1-D,torp,10.27.2025,14:40:00,transition,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,passive,20,2,1,NA,disk,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20251027-ES-torp3-A,torp,10.27.2025,14:40:00,transition,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,passive,20,1,3,NA,disk,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20251027-ES-torp3-B,torp,10.27.2025,14:40:00,transition,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,passive,20,2,3,NA,disk,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20251027-ES26a,NA,10.27.2025,15:00:00,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,1,NA,19,Sterivex,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20251027-ES26b,NA,10.27.2025,15:00:00,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,2,NA,19,Sterivex,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20251027-ES26c,NA,10.27.2025,15:00:00,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,3,NA,19,Sterivex,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20251027-ES27a,NA,10.27.2025,15:00:00,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,1,NA,20,Sterivex,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20251027-ES27b,NA,10.27.2025,15:00:00,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,2,NA,20,Sterivex,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20251027-ES27c,NA,10.27.2025,15:00:00,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,3,NA,20,Sterivex,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20251027-ES28a,NA,10.27.2025,15:00:00,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,1,NA,21,Sterivex,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20251027-ES28b,NA,10.27.2025,15:00:00,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,2,NA,21,Sterivex,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20251027-ES28c,NA,10.27.2025,15:00:00,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,3,NA,21,Sterivex,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20251027-ES29a,NA,10.27.2025,15:00:00,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,1,NA,22,Sterivex,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20251027-ES29b,NA,10.27.2025,15:00:00,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,2,NA,22,Sterivex,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20251027-ES29c,NA,10.27.2025,15:00:00,stationary,NA,NA,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,3,NA,22,Sterivex,4,Autumn,36.8105,-121.7827,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20252810-C1-010m-1,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.8,-121.8562,10,shallow,Oct.25,10,TRUE,10,0,33.36580504,14.67806317,0.45959806,5.514519345,240.3241542,10.07455919,14.67658965,SynchroOSW - Fall 2025 - c1.cnv
20252810-C1-010m-2,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.8,-121.8562,10,shallow,Oct.25,10,TRUE,10,0,33.36580504,14.67806317,0.45959806,5.514519345,240.3241542,10.07455919,14.67658965,SynchroOSW - Fall 2025 - c1.cnv
20252810-C1-010m-3,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.8,-121.8562,10,shallow,Oct.25,10,TRUE,10,0,33.36580504,14.67806317,0.45959806,5.514519345,240.3241542,10.07455919,14.67658965,SynchroOSW - Fall 2025 - c1.cnv
20252810-C1-010m-4,Deep Chl max,10.28.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.8,-121.8562,10,shallow,Oct.25,10,TRUE,10,0,33.36580504,14.67806317,0.45959806,5.514519345,240.3241542,10.07455919,14.67658965,SynchroOSW - Fall 2025 - c1.cnv
20252810-C1-010m-5,Deep Chl max,10.28.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.8,-121.8562,10,shallow,Oct.25,10,TRUE,10,0,33.36580504,14.67806317,0.45959806,5.514519345,240.3241542,10.07455919,14.67658965,SynchroOSW - Fall 2025 - c1.cnv
20252810-C1-010m-6,Deep Chl max,10.28.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.8,-121.8562,10,shallow,Oct.25,10,TRUE,10,0,33.36580504,14.67806317,0.45959806,5.514519345,240.3241542,10.07455919,14.67658965,SynchroOSW - Fall 2025 - c1.cnv
20252810-C1-010m-7,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.8,-121.8562,10,shallow,Oct.25,10,TRUE,10,0,33.36580504,14.67806317,0.45959806,5.514519345,240.3241542,10.07455919,14.67658965,SynchroOSW - Fall 2025 - c1.cnv
20252810-C1-010m-8,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.8,-121.8562,10,shallow,Oct.25,10,TRUE,10,0,33.36580504,14.67806317,0.45959806,5.514519345,240.3241542,10.07455919,14.67658965,SynchroOSW - Fall 2025 - c1.cnv
20252810-C1-010m-9,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,10,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.8,-121.8562,10,shallow,Oct.25,10,TRUE,10,0,33.36580504,14.67806317,0.45959806,5.514519345,240.3241542,10.07455919,14.67658965,SynchroOSW - Fall 2025 - c1.cnv
20252810-C1-150m-1,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,150,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.8,-121.8562,150,deep,Oct.25,150,TRUE,146,4,33.87334113,9.835484677,0.010929165,2.159743145,93.99958871,147.1370968,9.818874001,SynchroOSW - Fall 2025 - c1.cnv
20252810-C1-150m-2,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,150,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.8,-121.8562,150,deep,Oct.25,150,TRUE,146,4,33.87334113,9.835484677,0.010929165,2.159743145,93.99958871,147.1370968,9.818874001,SynchroOSW - Fall 2025 - c1.cnv
20252810-C1-150m-3,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,C1,marine,150,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.8,-121.8562,150,deep,Oct.25,150,TRUE,146,4,33.87334113,9.835484677,0.010929165,2.159743145,93.99958871,147.1370968,9.818874001,SynchroOSW - Fall 2025 - c1.cnv
20252810-C1-air-st-1,NA,10.28.2025,NA,stationary,C1,C1,eDNA,air,C1,marine,0,passive,0.22,1,NA,NA,disk,4,Autumn,36.8,-121.8562,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20252810-C1-air-st-2,NA,10.28.2025,NA,stationary,C1,C1,eDNA,air,C1,marine,0,passive,0.22,2,NA,NA,disk,4,Autumn,36.8,-121.8562,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20252810-C1-air-st-3,NA,10.28.2025,NA,stationary,C1,C1,eDNA,air,C1,marine,0,passive,0.22,3,NA,NA,disk,4,Autumn,36.8,-121.8562,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20252910-M1-010M-1,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,10,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.7502,-122.0495,10,shallow,Oct.25,10,TRUE,10,0,33.3625592,16.07567298,0.058899072,4.929355789,214.8866767,10.07418546,16.07410146,SynchroOSW - Fall 2025 - m1.cnv
20252910-M1-010M-2,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,10,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.7502,-122.0495,10,shallow,Oct.25,10,TRUE,10,0,33.3625592,16.07567298,0.058899072,4.929355789,214.8866767,10.07418546,16.07410146,SynchroOSW - Fall 2025 - m1.cnv
20252910-M1-010M-3,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,10,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.7502,-122.0495,10,shallow,Oct.25,10,TRUE,10,0,33.3625592,16.07567298,0.058899072,4.929355789,214.8866767,10.07418546,16.07410146,SynchroOSW - Fall 2025 - m1.cnv
20252910-M1-015m-1,Deep Chl max,10.28.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,15,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.7502,-122.0495,DeepChla,shallow,Oct.25,15,TRUE,15,0,33.3555394,15.98538549,0.065064514,4.937472393,215.2365809,15.11234257,15.98303751,SynchroOSW - Fall 2025 - m1.cnv
20252910-M1-015m-2,Deep Chl max,10.28.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,15,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.7502,-122.0495,DeepChla,shallow,Oct.25,15,TRUE,15,0,33.3555394,15.98538549,0.065064514,4.937472393,215.2365809,15.11234257,15.98303751,SynchroOSW - Fall 2025 - m1.cnv
20252910-M1-015m-3,Deep Chl max,10.28.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,15,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.7502,-122.0495,DeepChla,shallow,Oct.25,15,TRUE,15,0,33.3555394,15.98538549,0.065064514,4.937472393,215.2365809,15.11234257,15.98303751,SynchroOSW - Fall 2025 - m1.cnv
20252910-M1-150m-1,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,150,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.7502,-122.0495,150,deep,Oct.25,150,TRUE,150,0,33.9535103,9.44397264,0.011185243,2.180048713,94.87261232,151.1680969,9.427322987,SynchroOSW - Fall 2025 - m1.cnv
20252910-M1-150m-2,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,150,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.7502,-122.0495,150,deep,Oct.25,150,TRUE,150,0,33.9535103,9.44397264,0.011185243,2.180048713,94.87261232,151.1680969,9.427322987,SynchroOSW - Fall 2025 - m1.cnv
20252910-M1-150m-3,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,150,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.7502,-122.0495,150,deep,Oct.25,150,TRUE,150,0,33.9535103,9.44397264,0.011185243,2.180048713,94.87261232,151.1680969,9.427322987,SynchroOSW - Fall 2025 - m1.cnv
20252910-M1-300m-1,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,300,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.7502,-122.0495,300,deep,Oct.25,300,TRUE,297,3,34.12280066,7.760516305,0.010949881,1.192553811,51.87858304,299.4225139,7.730945118,SynchroOSW - Fall 2025 - m1.cnv
20252910-M1-300m-2,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,300,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.7502,-122.0495,300,deep,Oct.25,300,TRUE,297,3,34.12280066,7.760516305,0.010949881,1.192553811,51.87858304,299.4225139,7.730945118,SynchroOSW - Fall 2025 - m1.cnv
20252910-M1-300m-3,NA,10.28.2025,NA,stationary,NA,NA,eDNA,water,M1,marine,300,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.7502,-122.0495,300,deep,Oct.25,300,TRUE,297,3,34.12280066,7.760516305,0.010949881,1.192553811,51.87858304,299.4225139,7.730945118,SynchroOSW - Fall 2025 - m1.cnv
20252910-M1-air-st-A,deployed for 20 mins,10.28.2025,NA,stationary,M1,M1,eDNA,air,M1,marine,0,passive,0.22,1,NA,NA,disk,4,Autumn,36.7502,-122.0495,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20252910-M1-air-st-B,deployed for 20 mins,10.28.2025,NA,stationary,M1,M1,eDNA,air,M1,marine,0,passive,0.22,2,NA,NA,disk,4,Autumn,36.7502,-122.0495,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20252910-M1-air-st-C,deployed for 20 mins,10.28.2025,NA,stationary,M1,M1,eDNA,air,M1,marine,0,passive,0.22,3,NA,NA,disk,4,Autumn,36.7502,-122.0495,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20252910-M1-torp-A,torp,10.28.2025,NA,transition,NA,NA,eDNA,water,M1,marine,0,passive,20,1,NA,NA,disk,4,Autumn,36.7502,-122.0495,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20252910-M1-torp-B,torp,10.28.2025,NA,transition,NA,NA,eDNA,water,M1,marine,0,passive,20,2,NA,NA,disk,4,Autumn,36.7502,-122.0495,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20252910-M2-010m-1,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,10,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.713,-122.304,10,shallow,Oct.25,10,TRUE,10,0,33.39149254,15.92240922,0.060411925,5.229843426,227.9750287,10.07455919,15.92084795,SynchroOSW - Fall 2025 - M2.cnv
20252910-M2-010m-2,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,10,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.713,-122.304,10,shallow,Oct.25,10,TRUE,10,0,33.39149254,15.92240922,0.060411925,5.229843426,227.9750287,10.07455919,15.92084795,SynchroOSW - Fall 2025 - M2.cnv
20252910-M2-010m-3,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,10,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.713,-122.304,10,shallow,Oct.25,10,TRUE,10,0,33.39149254,15.92240922,0.060411925,5.229843426,227.9750287,10.07455919,15.92084795,SynchroOSW - Fall 2025 - M2.cnv
20252910-M2-030m-1,Deep Chl max,10.29.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,3,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.713,-122.304,DeepChla,shallow,Oct.25,3,TRUE,6,3,33.39140887,15.94612071,0.045533398,5.221353703,227.6055718,6.044332494,15.94518313,SynchroOSW - Fall 2025 - M2.cnv
20252910-M2-030m-2,Deep Chl max,10.29.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,3,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.713,-122.304,DeepChla,shallow,Oct.25,3,TRUE,6,3,33.39140887,15.94612071,0.045533398,5.221353703,227.6055718,6.044332494,15.94518313,SynchroOSW - Fall 2025 - M2.cnv
20252910-M2-030m-3,Deep Chl max,10.29.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,3,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.713,-122.304,DeepChla,shallow,Oct.25,3,TRUE,6,3,33.39140887,15.94612071,0.045533398,5.221353703,227.6055718,6.044332494,15.94518313,SynchroOSW - Fall 2025 - M2.cnv
20252910-M2-150m-1,torp,10.29.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,150,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.713,-122.304,150,deep,Oct.25,150,TRUE,150,0,33.96172016,9.363008468,0.01043871,2.279905242,99.21439113,151.1693548,9.346447642,SynchroOSW - Fall 2025 - M2.cnv
20252910-M2-150m-2,torp,10.29.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,150,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.713,-122.304,150,deep,Oct.25,150,TRUE,150,0,33.96172016,9.363008468,0.01043871,2.279905242,99.21439113,151.1693548,9.346447642,SynchroOSW - Fall 2025 - M2.cnv
20252910-M2-150m-3,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,150,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.713,-122.304,150,deep,Oct.25,150,TRUE,150,0,33.96172016,9.363008468,0.01043871,2.279905242,99.21439113,151.1693548,9.346447642,SynchroOSW - Fall 2025 - M2.cnv
20252910-M2-300m-1,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,300,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.713,-122.304,300,deep,Oct.25,300,TRUE,291,9,34.16513805,8.135283027,0.010933345,1.203739604,52.36820226,293.2786421,8.10548594,SynchroOSW - Fall 2025 - M2.cnv
20252910-M2-300m-2,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,300,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.713,-122.304,300,deep,Oct.25,300,TRUE,291,9,34.16513805,8.135283027,0.010933345,1.203739604,52.36820226,293.2786421,8.10548594,SynchroOSW - Fall 2025 - M2.cnv
20252910-M2-300m-3,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,M2,marine,300,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.713,-122.304,300,deep,Oct.25,300,TRUE,291,9,34.16513805,8.135283027,0.010933345,1.203739604,52.36820226,293.2786421,8.10548594,SynchroOSW - Fall 2025 - M2.cnv
20252910-MARS-010m-1,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,10,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.721,-122.1903,10,shallow,Oct.25,10,TRUE,10,0,33.39600373,16.13506272,0.068902171,5.144541662,224.2652257,10.07455919,16.13348659,SynchroOSW - Fall 2025 - mars.cnv
20252910-MARS-010m-2,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,10,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.721,-122.1903,10,shallow,Oct.25,10,TRUE,10,0,33.39600373,16.13506272,0.068902171,5.144541662,224.2652257,10.07455919,16.13348659,SynchroOSW - Fall 2025 - mars.cnv
20252910-MARS-010m-3,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,10,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.721,-122.1903,10,shallow,Oct.25,10,TRUE,10,0,33.39600373,16.13506272,0.068902171,5.144541662,224.2652257,10.07455919,16.13348659,SynchroOSW - Fall 2025 - mars.cnv
20252910-MARS-020m-1,Deep Chl max,10.29.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,20,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.721,-122.1903,DeepChla,shallow,Oct.25,20,TRUE,20,0,33.39282106,16.05285063,0.095016869,5.137171486,223.9383814,20.14911839,16.04970906,SynchroOSW - Fall 2025 - mars.cnv
20252910-MARS-020m-2,Deep Chl max,10.29.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,20,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.721,-122.1903,DeepChla,shallow,Oct.25,20,TRUE,20,0,33.39282106,16.05285063,0.095016869,5.137171486,223.9383814,20.14911839,16.04970906,SynchroOSW - Fall 2025 - mars.cnv
20252910-MARS-020m-3,Deep Chl max,10.29.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,20,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.721,-122.1903,DeepChla,shallow,Oct.25,20,TRUE,20,0,33.39282106,16.05285063,0.095016869,5.137171486,223.9383814,20.14911839,16.04970906,SynchroOSW - Fall 2025 - mars.cnv
20252910-MARS-150m-1,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,150,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.721,-122.1903,150,deep,Oct.25,150,TRUE,150,0,34.01953387,9.337842742,0.009039431,1.89432379,82.4318871,151.1693548,9.321297106,SynchroOSW - Fall 2025 - mars.cnv
20252910-MARS-150m-2,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,150,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.721,-122.1903,150,deep,Oct.25,150,TRUE,150,0,34.01953387,9.337842742,0.009039431,1.89432379,82.4318871,151.1693548,9.321297106,SynchroOSW - Fall 2025 - mars.cnv
20252910-MARS-150m-3,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,150,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.721,-122.1903,150,deep,Oct.25,150,TRUE,150,0,34.01953387,9.337842742,0.009039431,1.89432379,82.4318871,151.1693548,9.321297106,SynchroOSW - Fall 2025 - mars.cnv
20252910-MARS-300m-1,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,300,active,0.22,1,NA,NA,Sterivex,4,Autumn,36.721,-122.1903,300,deep,Oct.25,300,TRUE,295,5,34.10221907,7.821171746,0.010931642,1.444002825,62.81855499,297.4046418,7.791677488,SynchroOSW - Fall 2025 - mars.cnv
20252910-MARS-300m-2,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,300,active,0.22,2,NA,NA,Sterivex,4,Autumn,36.721,-122.1903,300,deep,Oct.25,300,TRUE,295,5,34.10221907,7.821171746,0.010931642,1.444002825,62.81855499,297.4046418,7.791677488,SynchroOSW - Fall 2025 - mars.cnv
20252910-MARS-300m-3,NA,10.29.2025,NA,stationary,NA,NA,eDNA,water,MARS,marine,300,active,0.22,3,NA,NA,Sterivex,4,Autumn,36.721,-122.1903,300,deep,Oct.25,300,TRUE,295,5,34.10221907,7.821171746,0.010931642,1.444002825,62.81855499,297.4046418,7.791677488,SynchroOSW - Fall 2025 - mars.cnv
20252910-MARS-air-st-1,NA,10.29.2025,NA,stationary,MARS,MARS,eDNA,air,MARS,marine,0,passive,0.22,1,NA,NA,disk,4,Autumn,36.721,-122.1903,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20252910-MARS-air-st-2,NA,10.29.2025,NA,stationary,MARS,MARS,eDNA,air,MARS,marine,0,passive,0.22,2,NA,NA,disk,4,Autumn,36.721,-122.1903,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20252910-MARS-air-st-3,NA,10.29.2025,NA,stationary,MARS,MARS,eDNA,air,MARS,marine,0,passive,0.22,3,NA,NA,disk,4,Autumn,36.721,-122.1903,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20252910-MARS-M2-air-1,transit MARS to M1,10.29.2025,NA,transition,MARS,M1,eDNA,NA,MARS,NA,NA,NA,0.22,NA,NA,NA,disk,4,Autumn,36.721,-122.1903,NA,NA,Oct.25,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20252910-MARS-M2-air-1-2,transit MARS to M1,10.29.2025,NA,transition,MARS,M1,eDNA,air,MARS,marine,0,passive,0.22,2,NA,NA,disk,4,Autumn,36.721,-122.1903,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20252910-MARS-M2-air-2,transit MARS to M1,10.29.2025,NA,transition,MARS,M1,eDNA,air,MARS,marine,0,passive,0.22,2,NA,NA,disk,4,Autumn,36.721,-122.1903,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20252910-MARS-M2-air-3,transit MARS to M1,10.29.2025,NA,transition,MARS,M1,eDNA,air,MARS,marine,0,passive,0.22,3,NA,NA,disk,4,Autumn,36.721,-122.1903,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20252910-MARS-torp-A,torp,10.29.2025,NA,transition,NA,NA,eDNA,water,MARS,marine,0,passive,20,1,3,NA,disk,4,Autumn,36.721,-122.1903,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20252910-MARS-torp-B,torp,10.29.2025,NA,transition,NA,NA,eDNA,water,MARS,marine,0,passive,20,2,3,NA,disk,4,Autumn,36.721,-122.1903,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20252910-ML-M1-air-1,mainland to M1,10.28.2025,NA,stationary,ML,M1,eDNA,air,M1,marine,0,passive,0.22,1,NA,NA,disk,4,Autumn,36.7502,-122.0495,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20252910-ML-M1-air-2,mainland to M1,10.28.2025,NA,stationary,ML,M1,eDNA,air,M1,marine,0,passive,0.22,2,NA,NA,disk,4,Autumn,36.7502,-122.0495,0,shallow,Oct.25,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
